赛季,球员姓名,国家,球队,身高,体重,位置,上场时间,场均得分,篮板,助攻,盖帽,防守,效率,命中率
1996-1997,迈克尔 乔丹,美国,公牛,1米98,"98,0 公斤",后卫,42.3,31.1,7.9,4.8,0.8,5.7,28.1,45.6
1996-1997,安芬尼 哈达威,美国,魔术,2米01,"97,5 公斤",后卫,44.0,31.0,6.0,3.4,1.4,4.6,27.8,46.8
1996-1997,格伦  莱斯,美国,黄蜂,2米03,"99,8 公斤",前锋-后卫,45.7,27.7,3.6,3.7,0.3,3.3,25.0,49.1
1996-1997,格伦  莱斯,美国,黄蜂,2米03,"99,8 公斤",前锋-后卫,45.7,27.7,3.6,3.7,0.3,3.3,25.0,49.1
1996-1997,沙奎尔 奥尼尔,美国,湖人,2米16,"136,1 公斤",中锋,36.2,26.9,10.5,3.2,1.8,6.3,26.8,51.4
1996-1997,卡尔 马龙,美国,爵士,2米06,"116,1 公斤",前锋,40.8,26.0,11.4,2.9,0.7,8.4,24.7,43.5
1996-1997,雷克斯 查普曼,美国,太阳,1米93,"88,5 公斤",后卫,38.2,24.2,3.2,2.6,0.0,2.8,17.4,49.4
1996-1997,加里 佩顿,美国,超音速,1米93,"86,2 公斤",后卫,45.5,23.8,5.5,8.7,0.3,3.8,24.0,41.2
1996-1997,格兰特 希尔,美国,活塞,2米03,"102,1 公斤",前锋-后卫,40.6,23.6,6.8,5.4,1.0,4.2,20.0,43.7
1996-1997,哈基姆 奥拉朱旺,尼日利亚,火箭,2米13,"115,7 公斤",中锋,39.3,23.1,10.9,3.4,2.5,8.0,31.0,59.0
1996-1997,帕特里克 尤因,牙买加,尼克斯,2米13,"108,9 公斤",中锋,39.7,22.6,10.6,1.9,2.4,7.7,24.3,52.7
1996-1997,肖恩 坎普,美国,超音速,2米08,"116,1 公斤",前锋,36.8,21.6,12.3,3.0,1.3,8.0,26.5,48.6
1996-1997,斯蒂芬 马布里,美国,森林狼,1米88,"81,6 公斤",后卫,39.0,21.3,4.0,7.7,0.0,3.3,16.3,40.0
1996-1997,拉希德 华莱士,美国,开拓者,2米11,"102,1 公斤",前锋,37.0,19.8,6.0,1.5,0.5,4.0,18.8,58.9
1996-1997,罗德 斯特里克兰,美国,奇才,1米91,"83,9 公斤",后卫,41.3,19.7,6.0,8.3,0.0,4.3,19.7,42.3
1996-1997,阿兰 休斯顿,美国,尼克斯,1米98,"90,7 公斤",后卫,40.0,19.2,2.5,2.3,0.3,2.2,13.7,43.6
1996-1997,斯科蒂 皮蓬,美国,公牛,2米01,"103,4 公斤",前锋-后卫,39.6,19.2,6.8,3.8,0.9,4.9,18.9,41.7
1996-1997,斯蒂文 史密斯,美国,老鹰,2米03,"97,5 公斤",后卫,42.1,18.9,3.9,1.7,0.1,2.7,12.5,39.6
1996-1997,蒂姆 哈达威,美国,热火,1米83,"88,5 公斤",后卫,41.2,18.7,4.1,7.0,0.0,3.3,16.4,35.9
1996-1997,朱万 霍华德,美国,奇才,2米06,"113,4 公斤",前锋-中锋,43.0,18.7,6.0,1.7,0.6,2.7,18.3,46.5
1996-1997,汤姆 古格利奥塔,美国,森林狼,2米08,"108,9 公斤",前锋,40.3,18.3,5.4,4.3,0.6,4.7,18.0,44.2
1996-1997,特雷西 穆雷,美国,奇才,2米01,"103,4 公斤",前锋,29.0,18.3,3.0,0.7,0.6,2.0,19.3,56.7
1996-1997,克莱德 德雷克斯勒,美国,火箭,2米01,"100,7 公斤",后卫-前锋,38.9,18.1,5.6,4.8,0.4,4.0,19.1,43.6
1996-1997,瓦拉德 迪瓦茨,Serbia and Montenegro,黄蜂,,,,38.7,18.0,8.6,3.3,2.0,4.3,21.7,45.7
1996-1997,瓦拉德 迪瓦茨,Serbia and Montenegro,黄蜂,,,,38.7,18.0,8.6,3.3,2.0,4.3,21.7,45.7
1996-1997,查尔斯 巴克利,美国,火箭,1米98,"114,3 公斤",前锋,37.8,17.9,12.0,3.4,0.4,8.0,23.3,43.4
1996-1997,阿隆佐 莫宁,美国,热火,2米08,"118,4 公斤",中锋,37.1,17.8,10.2,1.1,2.7,7.6,17.7,49.1
1996-1997,克里斯蒂安 莱特纳,美国,老鹰,2米11,"111,1 公斤",前锋,40.3,17.6,7.2,2.6,0.8,5.3,16.2,40.5
1996-1997,凯文 加内特,美国,森林狼,2米11,"99,8 公斤",前锋,41.7,17.3,9.4,3.7,1.0,4.7,22.3,47.1
1996-1997,桑蒂埃塔 安德森,美国,开拓者,1米85,"76,2 公斤",后卫,42.3,17.0,4.3,4.8,0.2,3.8,19.0,47.8
1996-1997,戴特勒福 施拉姆夫,美国,超音速,2米08,"106,6 公斤",前锋,38.3,16.9,5.8,3.4,0.0,4.1,18.5,47.2
1996-1997,凯文 约翰逊,美国,太阳,1米85,"86,2 公斤",后卫,41.6,16.8,4.4,6.0,0.0,2.8,13.0,29.5
1996-1997,穆奇 布雷洛克,美国,老鹰,1米85,"83,9 公斤",后卫,44.1,16.4,7.0,6.5,0.2,5.8,18.7,39.6
1996-1997,约翰 斯托克顿,美国,爵士,1米85,"79,4 公斤",后卫,37.0,16.1,3.9,9.6,0.2,3.0,22.5,52.1
1996-1997,Muggsy 博格斯,美国,黄蜂,1米60,"64,0 公斤",后卫,29.0,16.0,1.5,2.5,0.0,1.0,13.5,57.9
1996-1997,Muggsy 博格斯,美国,黄蜂,1米60,"64,0 公斤",后卫,29.0,16.0,1.5,2.5,0.0,1.0,13.5,57.9
1996-1997,克里斯 韦伯,美国,奇才,2米08,"111,1 公斤",前锋-中锋,35.3,15.7,8.0,3.3,2.3,5.7,19.7,63.3
1996-1997,韦斯利 佩森,美国,太阳,1米98,"88,5 公斤",后卫-前锋,32.6,15.6,6.6,1.2,0.6,5.6,17.6,47.2
1996-1997,迪坎贝 穆托姆博,刚果,老鹰,2米18,"113,4 公斤",中锋,41.5,15.4,12.3,1.3,2.6,8.6,24.7,62.8
1996-1997,何塞 霍金斯,美国,超音速,1米91,"86,2 公斤",后卫,40.3,15.3,4.5,2.8,0.3,3.1,17.6,47.0
1996-1997,卡尔伯特 切尼,美国,奇才,2米01,"97,5 公斤",后卫-前锋,40.0,15.0,3.7,1.3,0.6,1.7,11.3,43.9
1996-1997,林奇 亨特,美国,活塞,1米88,"88,5 公斤",后卫,40.2,15.0,3.6,1.2,0.2,2.8,13.2,43.9
1996-1997,劳伊 奥特,美国,快船,2米06,"108,9 公斤",前锋-中锋,30.0,15.0,9.0,0.7,0.6,7.3,19.3,61.3
1996-1997,杰夫 霍纳塞克,美国,爵士,1米93,"86,2 公斤",后卫,35.2,14.6,4.5,3.7,0.2,3.4,15.6,43.3
1996-1997,尼克 范埃克塞尔,美国,湖人,1米85,"83,0 公斤",后卫,39.2,14.4,3.5,6.4,0.0,2.8,14.6,37.8
1996-1997,约翰 斯塔克斯,美国,尼克斯,1米96,"83,9 公斤",后卫,28.1,14.0,3.5,2.8,0.0,2.7,12.3,44.4
1996-1997,乔 杜马斯,美国,活塞,1米91,"88,5 公斤",后卫,42.8,13.8,1.8,2.0,0.0,1.4,9.4,36.1
1996-1997,拉里 约翰逊,美国,尼克斯,2米01,"119,3 公斤",前锋,32.8,13.8,4.0,2.6,0.1,2.8,15.1,55.8
1996-1997,以赛亚 莱德,美国,开拓者,1米96,"97,5 公斤",后卫,40.3,13.3,2.1,4.3,0.0,1.8,10.0,37.2
1996-1997,丹尼 曼宁,美国,太阳,2米08,"106,1 公斤",前锋,23.2,13.2,6.0,1.4,1.4,5.2,17.2,57.8
1997-1998,迈克尔 乔丹,美国,公牛,1米98,"98,0 公斤",后卫,41.5,32.4,5.1,3.5,0.5,3.5,25.5,46.2
1997-1998,沙奎尔 奥尼尔,美国,湖人,2米16,"142,9 公斤",中锋,38.5,30.5,10.2,2.9,2.6,6.5,29.6,61.2
1997-1998,卡尔 马龙,美国,爵士,2米06,"116,1 公斤",前锋,39.8,26.3,10.9,3.4,1.0,8.5,26.8,47.1
1997-1998,蒂姆 哈达威,美国,热火,1米83,"88,5 公斤",后卫,44.4,26.0,3.4,6.6,0.0,2.8,21.6,44.7
1997-1998,肖恩 坎普,美国,骑士,2米08,"116,1 公斤",前锋,38.0,26.0,10.3,2.0,1.0,6.3,25.3,46.5
1997-1998,斯蒂文 史密斯,美国,老鹰,2米03,"100,2 公斤",后卫,40.0,24.8,2.8,2.3,0.7,2.3,21.3,57.4
1997-1998,加里 佩顿,美国,超音速,1米93,"81,6 公斤",后卫,42.8,24.0,3.4,7.0,0.1,2.5,23.8,47.5
1997-1998,格伦  莱斯,美国,黄蜂,,,,41.0,22.8,5.6,1.4,0.3,4.4,18.6,47.4
1997-1998,格伦  莱斯,美国,黄蜂,,,,41.0,22.8,5.6,1.4,0.3,4.4,18.6,47.4
1997-1998,阿兰 休斯顿,美国,尼克斯,1米98,"90,7 公斤",后卫,40.3,21.1,3.8,2.8,0.1,3.2,14.4,43.4
1997-1998,蒂姆 邓肯,美国维尔京群岛,马刺,2米13,"112,5 公斤",前锋-中锋,41.6,20.7,9.0,1.9,2.5,6.8,22.2,52.1
1997-1998,哈基姆 奥拉朱旺,尼日利亚,火箭,2米13,"115,7 公斤",中锋,38.0,20.4,10.8,2.4,3.2,9.0,21.4,39.4
1997-1998,雷吉 米勒,美国,步行者,2米01,"83,9 公斤",后卫,39.3,19.9,1.7,2.0,0.1,1.4,14.6,42.6
1997-1998,大卫 罗宾逊,美国,马刺,2米16,"113,4 公斤",中锋,39.2,19.4,14.2,2.6,3.3,9.6,25.4,42.5
1997-1998,阿隆佐 莫宁,美国,热火,2米08,"118,4 公斤",中锋,34.5,19.3,8.5,1.3,2.5,6.0,21.0,51.8
1997-1998,以赛亚 莱德,美国,开拓者,1米96,"97,5 公斤",后卫,41.5,19.3,5.1,4.3,0.0,3.3,14.5,41.8
1997-1998,谢尔曼 道格拉斯,美国,篮网,1米85,"88,5 公斤",后卫,41.7,18.3,2.6,8.3,0.0,2.3,19.0,52.3
1997-1998,拉里 约翰逊,美国,尼克斯,2米01,"119,3 公斤",前锋,38.8,17.9,6.6,1.6,0.3,3.5,16.1,48.6
1997-1998,安东尼奥 迈克戴斯,美国,太阳,2米06,"99,8 公斤",前锋-中锋,36.8,17.8,13.3,1.0,1.5,8.8,23.0,47.7
1997-1998,达蒙 斯塔德迈尔,美国,开拓者,1米78,"77,6 公斤",后卫,41.5,17.8,4.3,9.5,0.3,2.8,19.5,39.7
1997-1998,扎诸纳斯 伊尔戈斯卡斯,立陶宛,骑士,2米21,"117,9 公斤",中锋,36.8,17.3,7.5,0.5,1.2,4.0,16.3,57.1
1997-1998,埃弗里 约翰逊,美国,马刺,1米80,"81,6 公斤",后卫,38.0,17.3,1.4,6.1,0.0,1.1,17.2,60.4
1997-1998,埃迪 琼斯,美国,湖人,1米98,"90,7 公斤",后卫-前锋,36.6,17.0,3.9,2.5,1.6,3.0,18.6,46.6
1997-1998,斯科蒂 皮蓬,美国,公牛,2米01,"103,4 公斤",前锋-后卫,39.8,16.8,7.1,5.2,0.9,4.8,19.6,41.5
1997-1998,里克 斯米特斯,美国,步行者,2米24,"120,2 公斤",中锋,29.8,16.6,5.4,1.3,0.8,4.3,16.1,50.2
1997-1998,约翰 斯塔克斯,美国,尼克斯,1米96,"83,9 公斤",后卫,31.4,16.4,4.0,2.3,0.1,3.6,16.4,47.2
1997-1998,科里 基特尔斯,美国,篮网,1米96,"81,2 公斤",后卫,42.0,16.3,5.0,2.7,0.6,5.0,15.7,42.5
1997-1998,安东尼 皮勒,美国,森林狼,1米93,"94,3 公斤",后卫,42.6,16.2,7.6,3.6,0.6,4.4,19.2,40.3
1997-1998,戴特勒福 施拉姆夫,美国,超音速,2米08,"106,6 公斤",前锋,37.5,16.1,7.7,3.9,0.1,5.9,19.5,51.2
1997-1998,维恩 贝克,美国,超音速,2米11,"113,4 公斤",前锋,37.1,15.8,9.4,1.8,1.5,5.3,19.6,53.0
1997-1998,凯文 加内特,美国,森林狼,2米11,"99,8 公斤",前锋,38.8,15.8,9.6,4.0,2.4,6.2,20.0,48.0
1997-1998,特里 波特,美国,森林狼,1米91,"88,5 公斤",后卫,37.6,15.8,5.0,3.2,0.0,3.6,16.4,42.9
1997-1998,安东尼 梅森,美国,黄蜂,,,,40.8,15.4,7.9,3.4,0.0,6.0,18.7,57.6
1997-1998,安东尼 梅森,美国,黄蜂,,,,40.8,15.4,7.9,3.4,0.0,6.0,18.7,57.6
1997-1998,克里斯 加特林,美国,篮网,2米08,"104,3 公斤",前锋-中锋,27.0,15.3,3.3,0.7,0.6,1.3,12.0,50.0
1997-1998,克莱德 德雷克斯勒,美国,火箭,2米01,"100,7 公斤",后卫,36.4,15.0,5.4,4.6,0.6,3.6,13.4,30.9
1997-1998,穆奇 布雷洛克,美国,老鹰,1米85,"83,9 公斤",后卫,38.3,14.8,5.0,8.3,0.2,3.5,19.3,41.5
1997-1998,拉希德 华莱士,美国,开拓者,2米11,"102,1 公斤",前锋-中锋,39.3,14.5,4.8,2.8,0.5,3.0,13.8,48.9
1997-1998,沃希恩 莱纳德,美国,热火,1米93,"93,0 公斤",后卫,37.2,14.4,3.8,1.4,0.4,3.6,11.4,46.2
1997-1998,萨姆 米切尔,美国,森林狼,2米01,"97,5 公斤",前锋,35.4,14.4,5.4,1.6,0.2,4.0,14.0,44.8
1997-1998,肯道尔 吉尔,美国,篮网,1米96,"98,0 公斤",前锋-后卫,33.3,14.3,4.3,1.0,0.3,3.3,12.3,45.0
1997-1998,贾森 基德,美国,太阳,1米93,"96,2 公斤",后卫,42.8,14.3,5.8,7.8,0.5,4.5,19.5,37.9
1997-1998,乔治 麦克劳德,美国,太阳,2米03,"102,1 公斤",前锋,31.5,14.3,4.8,2.0,0.2,4.3,14.8,51.2
1997-1998,帕特里克 尤因,牙买加,尼克斯,2米13,"115,7 公斤",中锋,33.0,14.0,8.1,1.3,1.2,5.8,11.0,35.7
1997-1998,凯文 约翰逊,美国,太阳,1米85,"86,2 公斤",后卫,30.5,13.8,2.3,4.8,0.2,1.8,14.3,54.8
1997-1998,斯蒂芬 马布里,美国,森林狼,1米88,"81,6 公斤",后卫,41.8,13.8,3.2,7.6,0.0,2.2,12.4,30.6
1997-1998,何塞 霍金斯,美国,超音速,1米91,"90,7 公斤",后卫,33.7,13.4,5.7,3.6,0.1,4.0,18.5,46.6
1997-1998,布莱恩 格兰特,美国,开拓者,2米06,"115,2 公斤",前锋,33.8,13.3,10.8,1.5,0.7,6.3,21.0,52.8
1997-1998,沃尔特 威廉姆斯,美国,开拓者,2米03,"104,3 公斤",前锋-后卫,25.5,13.3,3.5,2.3,0.0,2.8,14.8,54.8
1997-1998,托尼 库科奇,克罗地亚,公牛,2米11,"105,2 公斤",前锋-后卫,30.3,13.1,3.8,2.9,0.4,2.7,13.9,48.6
1998-1999,阿伦 艾弗森,美国,76人,1米83,"74,8 公斤",后卫,44.8,28.5,4.2,4.9,0.2,2.4,19.6,41.1
1998-1999,沙奎尔 奥尼尔,美国,湖人,2米16,"142,9 公斤",中锋,39.4,26.6,11.6,2.3,2.8,6.1,24.6,51.0
1998-1999,查尔斯 巴克利,美国,火箭,1米98,"114,3 公斤",前锋,39.3,23.5,13.8,3.8,0.5,10.5,30.5,52.9
1998-1999,蒂姆 邓肯,美国维尔京群岛,马刺,2米13,"112,5 公斤",前锋-中锋,43.1,23.2,11.4,2.8,2.6,8.2,27.6,51.1
1998-1999,雷 阿伦,美国,雄鹿,1米96,"93,0 公斤",后卫,40.0,22.3,7.4,4.3,0.3,4.7,22.7,53.2
1998-1999,凯文 加内特,美国,森林狼,2米11,"99,8 公斤",前锋,42.5,21.8,12.0,3.8,2.0,8.0,25.5,44.3
1998-1999,卡尔 马龙,美国,爵士,2米06,"116,1 公斤",前锋,41.0,21.8,11.3,4.7,0.7,8.0,23.5,41.7
1998-1999,阿隆佐 莫宁,美国,热火,2米08,"118,4 公斤",中锋,38.8,21.6,8.2,0.8,2.8,6.8,22.2,52.1
1998-1999,尼克 安德森,美国,魔术,1米98,"103,4 公斤",后卫-前锋,38.0,20.8,6.8,2.3,0.0,5.0,15.8,36.7
1998-1999,格伦 罗宾逊,美国,雄鹿,2米01,"104,3 公斤",前锋,39.3,20.7,8.3,1.7,0.6,7.0,18.3,41.2
1998-1999,拉特雷尔 斯普雷维尔,美国,尼克斯,1米96,"86,2 公斤",前锋-后卫,37.2,20.4,4.8,2.2,0.3,3.6,14.6,41.9
1998-1999,雷吉 米勒,美国,步行者,2米01,"83,9 公斤",后卫,37.0,20.2,3.9,2.6,0.2,2.9,16.2,39.7
1998-1999,科比 布莱恩特,美国,湖人,2米01,"97,5 公斤",前锋-后卫,39.4,19.8,6.9,4.6,1.2,5.3,19.5,43.0
1998-1999,格兰特 希尔,美国,活塞,2米03,"102,1 公斤",前锋,35.2,19.4,7.2,7.4,0.4,5.8,23.4,45.7
1998-1999,特里尔 布兰登,美国,森林狼,1米80,"78,5 公斤",后卫,40.3,19.3,7.5,7.0,0.5,7.0,23.3,44.9
1998-1999,安芬尼 哈达威,美国,魔术,2米01,"97,5 公斤",后卫-前锋,41.8,19.0,5.1,5.5,0.2,2.8,17.5,35.1
1998-1999,阿兰 休斯顿,美国,尼克斯,1米98,"90,7 公斤",后卫,39.2,18.5,2.7,2.6,0.0,2.4,12.6,44.3
1998-1999,斯科蒂 皮蓬,美国,火箭,2米01,"103,4 公斤",前锋-后卫,43.0,18.3,11.8,5.5,0.7,6.8,21.8,32.9
1998-1999,格伦  莱斯,美国,湖人,2米03,"99,8 公斤",后卫-前锋,43.9,18.3,3.9,1.6,0.1,3.3,15.1,44.6
1998-1999,斯蒂文 史密斯,美国,老鹰,2米03,"97,5 公斤",后卫,39.6,17.3,3.5,3.3,0.2,1.9,12.1,35.3
1998-1999,以赛亚 莱德,美国,开拓者,1米96,"97,5 公斤",后卫,32.8,16.5,3.8,2.4,0.0,2.5,13.2,42.9
1998-1999,瓦拉德 迪瓦茨,Serbia and Montenegro,国王,2米16,"117,9 公斤",中锋,39.6,16.2,10.0,4.6,0.8,8.2,22.0,44.6
1998-1999,克里福德 罗宾逊,美国,太阳,2米08,"102,1 公斤",前锋,39.0,15.7,5.3,2.7,0.3,3.0,15.3,47.5
1998-1999,大卫 罗宾逊,美国,马刺,2米16,"113,4 公斤",中锋,35.3,15.6,9.9,2.5,2.3,7.8,22.1,48.3
1998-1999,萨姆 卡塞尔,美国,雄鹿,1米91,"83,9 公斤",后卫,34.0,15.3,2.0,8.7,0.0,2.0,18.7,50.0
1998-1999,贾森 基德,美国,太阳,1米93,"96,2 公斤",后卫,42.0,15.0,2.3,10.3,0.3,2.0,17.7,41.9
1998-1999,达雷尔 阿姆斯特朗,美国,魔术,1米85,"81,6 公斤",后卫,40.8,14.8,5.0,6.3,0.0,3.5,14.8,37.0
1998-1999,拉希德 华莱士,美国,开拓者,2米11,"102,1 公斤",中锋-前锋,36.0,14.8,4.8,1.5,0.8,3.5,15.7,51.4
1998-1999,克里斯 韦伯,美国,国王,2米08,"111,1 公斤",前锋,38.4,14.8,9.4,4.0,1.0,6.8,14.2,38.8
1998-1999,乔治 麦克劳德,美国,太阳,2米03,"102,1 公斤",前锋,26.7,14.0,4.4,0.7,0.0,3.7,13.0,43.3
1998-1999,马特 盖革,美国,76人,2米16,"112,5 公斤",中锋,29.9,13.5,7.7,0.8,0.7,4.8,14.8,43.8
1998-1999,哈基姆 奥拉朱旺,尼日利亚,火箭,2米13,"115,7 公斤",中锋,30.8,13.3,7.3,0.5,0.7,6.0,13.8,42.6
1998-1999,布莱恩 格兰特,美国,开拓者,2米06,"115,2 公斤",前锋,37.1,13.2,9.1,1.1,1.2,6.5,17.4,52.9
1998-1999,帕特里克 尤因,牙买加,尼克斯,2米13,"115,7 公斤",中锋,31.5,13.1,8.8,0.5,0.7,7.5,15.1,43.0
1998-1999,丹尼 曼宁,美国,太阳,2米08,"110,7 公斤",前锋-中锋,26.3,12.7,1.7,2.0,0.0,1.7,12.3,58.3
1998-1999,穆奇 布雷洛克,美国,老鹰,1米85,"83,9 公斤",后卫,39.8,12.6,4.0,4.0,0.2,3.3,8.4,32.6
1998-1999,埃弗里 约翰逊,美国,马刺,1米80,"81,6 公斤",后卫,38.4,12.6,2.4,7.4,0.0,1.9,14.3,48.7
1998-1999,迪坎贝 穆托姆博,刚果,老鹰,2米18,"118,4 公斤",中锋,42.2,12.6,13.9,1.2,2.5,9.9,23.8,56.3
1998-1999,萨姆 马克,美国,火箭,2米01,"99,8 公斤",后卫-前锋,30.8,12.5,2.3,1.8,0.0,2.0,9.3,34.2
1998-1999,埃里克 斯诺,美国,76人,1米91,"92,5 公斤",后卫,38.3,12.4,4.2,7.1,0.1,3.8,14.6,42.0
1998-1999,米切尔 斯诺,美国,76人,,,,38.3,12.4,4.2,7.1,0.1,3.8,,42.0
1998-1999,杰夫 霍纳塞克,美国,爵士,1米93,"86,2 公斤",后卫,27.6,12.2,3.7,2.4,0.0,2.9,12.6,46.2
1998-1999,贾伦 罗斯,美国,步行者,2米03,"95,3 公斤",后卫,27.3,12.2,2.3,2.5,0.3,1.5,10.1,44.2
1998-1999,拜伦 拉塞尔,美国,爵士,2米01,"102,1 公斤",前锋,35.2,12.1,6.0,1.2,0.1,4.5,13.5,42.6
1998-1999,肖恩 埃利奥特,美国,马刺,2米03,"99,8 公斤",前锋,33.8,11.9,3.4,2.6,0.2,2.8,11.7,44.4
1998-1999,里克 斯米特斯,美国,步行者,2米24,"120,2 公斤",中锋,22.5,11.8,5.0,0.7,1.1,3.8,10.9,45.6
1998-1999,格兰特 朗,美国,老鹰,2米06,"112,5 公斤",前锋,39.8,11.7,8.2,0.9,0.4,5.1,13.6,40.9
1998-1999,拉里 约翰逊,美国,尼克斯,2米01,"106,6 公斤",前锋,34.2,11.5,4.9,1.6,0.0,3.8,10.7,42.6
1998-1999,马克 杰克逊,美国,步行者,1米91,"83,9 公斤",后卫,34.7,11.2,4.6,8.6,0.0,3.5,17.9,49.5
1998-1999,弗农 麦克斯维尔,美国,国王,1米93,"86,2 公斤",后卫,25.8,11.2,2.2,1.0,0.0,1.4,5.6,31.7
1999-2000,沙奎尔 奥尼尔,美国,湖人,2米16,"142,9 公斤",中锋,43.5,30.7,15.5,3.1,2.3,10.3,33.3,56.6
1999-2000,卡尔 马龙,美国,爵士,2米06,"116,1 公斤",前锋,38.6,27.2,8.9,3.1,0.7,7.0,26.9,52.0
1999-2000,阿伦 艾弗森,美国,76人,1米83,"74,8 公斤",后卫,44.4,26.2,4.0,4.5,0.1,2.6,15.8,38.4
1999-2000,加里 佩顿,美国,超音速,1米93,"81,6 公斤",后卫,44.2,25.8,7.6,7.4,0.2,6.0,25.4,44.2
1999-2000,杰里 斯塔克豪斯,美国,活塞,1米98,"98,9 公斤",后卫-前锋,40.0,24.7,4.0,3.3,0.0,3.7,13.7,40.7
1999-2000,克里斯 韦伯,美国,国王,2米08,"111,1 公斤",前锋,39.2,24.4,9.6,5.4,2.0,6.8,27.4,42.7
1999-2000,雷吉 米勒,美国,步行者,2米01,"83,9 公斤",后卫,40.5,24.0,2.4,2.7,0.4,2.0,19.4,45.2
1999-2000,大卫 罗宾逊,美国,马刺,2米16,"113,4 公斤",中锋,38.8,23.5,13.8,2.5,3.0,9.5,27.0,37.3
1999-2000,雷 阿伦,美国,雄鹿,1米96,"93,0 公斤",后卫,37.2,22.0,6.6,2.6,0.0,4.6,20.6,44.4
1999-2000,阿隆佐 莫宁,美国,热火,2米08,"118,4 公斤",中锋,37.6,21.6,10.0,1.4,3.3,6.9,22.8,48.4
1999-2000,科比 布莱恩特,美国,湖人,2米01,"95,3 公斤",后卫,39.0,21.1,4.5,4.4,1.4,3.3,19.0,44.2
1999-2000,贾伦 罗斯,美国,步行者,2米03,"95,3 公斤",前锋-后卫,41.9,20.8,4.4,3.4,0.4,4.0,16.9,43.7
1999-2000,德里克 科尔曼,美国,黄蜂,,,,42.3,20.3,12.5,3.5,3.0,10.0,27.8,47.4
1999-2000,德里克 科尔曼,美国,黄蜂,,,,42.3,20.3,12.5,3.5,3.0,10.0,27.8,47.4
1999-2000,安芬尼 哈达威,美国,PHO,2米01,"97,5 公斤",后卫,42.9,20.3,4.9,5.7,1.0,3.3,20.0,46.2
1999-2000,特里尔 布兰登,美国,森林狼,1米80,"78,5 公斤",后卫,40.5,19.5,5.8,8.5,0.0,4.8,24.5,50.8
